City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
580,Beringovskiy,RU,63.05,179.32,13.96,72,100,5.03,overcast clouds
581,Portland,US,45.52,-122.68,55.38,86,90,1.99,overcast clouds
582,Alugan,PH,12.22,125.48,80.78,81,99,9.28,light rain
583,Anloga,GH,5.79,0.90,82.62,80,100,12.1,moderate rain
584,Galway,IE,53.27,-9.05,49.95,86,96,17.98,moderate rain
585,Bagdarin,RU,54.43,113.60,27.72,78,86,3.06,overcast clouds
586,Necochea,AR,-38.55,-58.74,55.04,65,18,4.52,few clouds
587,Porto Velho,BR,-8.76,-63.90,80.65,74,75,3.44,heavy intensity rain
588,Jinchang,CN,38.50,102.17,42.51,64,97,2.84,overcast clouds
589,Suraabad,AZ,40.82,49.47,48.38,79,100,28.25,overcast clouds
590,Luau,AO,-10.71,22.22,66.65,85,100,2.75,overcast clouds
591,Sitka,US,57.05,-135.33,48.09,66,75,0.0,broken clouds
592,Mitu,CO,1.20,-70.17,71.02,100,100,2.15,moderate rain
593,Cockburn Town,TC,21.46,-71.14,82.81,76,22,15.55,few clouds
594,Klobuck,PL,50.90,18.94,42.62,51,96,14.92,overcast clouds
595,Kuching,MY,1.55,110.33,77.22,94,40,3.44,scattered clouds
596,Baihar,IN,22.10,80.55,62.24,72,0,2.46,clear sky
597,Nantucket,US,41.28,-70.10,66.34,92,90,12.66,thunderstorm
598,Machinga,MW,-15.17,35.30,75.67,60,57,2.68,light rain
599,Hirna,ET,9.22,41.10,61.95,51,37,4.76,scattered clouds
600,Gallup,US,35.53,-108.74,75.04,21,1,4.0,clear sky
601,Surdulica,RS,42.69,22.17,44.58,77,0,4.85,clear sky
602,Okato,NZ,-39.20,173.88,65.43,89,95,9.6,overcast clouds
603,Bulgan,MN,48.81,103.53,32.68,58,17,4.03,few clouds
604,Ciudad Bolivar,VE,8.12,-63.55,76.17,88,75,11.95,broken clouds
605,Oyama,JP,36.30,139.80,57.09,87,100,7.43,light rain
606,Mareeba,AU,-17.00,145.43,79.48,44,43,5.88,scattered clouds
607,Brigantine,US,39.41,-74.36,72.32,88,20,5.75,few clouds
608,Haines Junction,CA,60.75,-137.51,28.35,74,100,1.14,overcast clouds
609,Moosomin,CA,50.13,-101.67,43.95,64,97,21.16,overcast clouds
610,Bonavista,CA,48.65,-53.11,41.11,65,94,19.37,overcast clouds
611,Stavern,NO,59.00,10.03,52.05,94,90,16.58,overcast clouds
612,Santa Cruz,BO,-17.80,-63.17,78.85,53,96,4.61,overcast clouds
613,Pasighat,IN,28.07,95.33,66.25,78,3,3.15,clear sky
614,Kasongo-Lunda,CD,-6.47,16.82,69.19,99,90,1.5,overcast clouds
615,Yaan,NG,7.38,8.57,75.99,88,100,6.2,light rain
616,Istmina,CO,5.16,-76.68,74.39,97,73,3.22,broken clouds
617,Leh,IN,34.17,77.58,26.62,71,27,1.66,scattered clouds
618,Yeniseysk,RU,58.45,92.17,34.7,75,99,10.56,overcast clouds
619,Paraiso,CR,9.84,-83.87,69.71,98,86,1.63,overcast clouds
620,Sao Joao Da Barra,BR,-21.64,-41.05,71.28,86,99,8.95,overcast clouds
621,Gigmoto,PH,13.78,124.39,81.68,83,99,9.33,overcast clouds
622,Mikhaylovka,RU,50.06,43.24,29.19,71,27,5.01,scattered clouds
623,Fort Nelson,CA,58.81,-122.70,29.79,100,90,2.3,light snow
624,Banjarmasin,ID,-3.32,114.59,75.34,90,24,1.5,few clouds
625,Saryozek,KZ,44.36,77.98,46.4,30,0,7.38,clear sky
626,Yakeshi,CN,49.28,120.73,30.38,93,75,6.89,broken clouds
627,Puntarenas,CR,9.98,-84.84,84.13,87,88,4.68,overcast clouds
628,Fare,PF,-16.70,-151.02,76.33,84,100,5.44,moderate rain
629,Agirish,RU,61.92,63.02,25.66,75,59,8.99,broken clouds
630,Smithers,CA,54.78,-127.17,43.12,93,90,4.61,light rain
631,Hit,IQ,33.64,42.83,69.76,30,0,6.91,clear sky
632,Hami,CN,42.80,93.45,45.55,35,0,7.58,clear sky
633,Champerico,GT,14.30,-91.92,86.34,78,66,5.12,broken clouds
634,Cranbrook,CA,49.50,-115.77,48.04,57,75,11.5,broken clouds
635,Eureka,US,40.80,-124.16,63.19,73,69,8.01,broken clouds
636,Mackay,AU,-21.15,149.20,80.58,74,40,10.36,scattered clouds
637,Magnitka,RU,55.35,59.70,25.84,86,99,12.01,overcast clouds
638,Basoko,CD,1.24,23.62,72.27,88,98,0.78,overcast clouds
639,Kirakira,SB,-10.45,161.92,85.91,67,19,10.69,few clouds
640,Harindanga,IN,22.04,88.32,78.78,82,10,4.81,clear sky
641,Shiraz,IR,29.60,52.54,53.04,32,0,0.0,clear sky
642,Itacare,BR,-14.28,-39.00,82.29,91,100,7.02,overcast clouds
643,Kudahuvadhoo,MV,2.67,72.89,82.74,75,98,15.86,light rain
644,Zrenjanin,RS,45.38,20.38,46.62,54,0,18.12,clear sky
645,Katol,IN,21.27,78.58,66.76,59,57,3.13,broken clouds
646,Vagay,RU,57.94,69.02,36.05,98,100,5.1,light rain
647,Rakiv Lis,UA,51.62,24.92,37.58,64,35,8.77,scattered clouds
648,Westerville,US,40.13,-82.93,58.21,94,90,1.01,moderate rain
649,Naron,ES,43.52,-8.15,57.04,85,15,4.03,few clouds
650,Mandan,US,46.83,-100.89,49.98,67,1,26.46,clear sky
651,General Roca,AR,-39.03,-67.58,75.6,35,100,31.79,overcast clouds
652,The Valley,AI,18.22,-63.06,82.54,74,20,11.5,few clouds
653,Savannah Bight,HN,16.45,-85.85,89.65,83,7,22.3,clear sky
654,Serowe,BW,-22.38,26.72,58.62,85,92,12.62,light rain
655,Tommot,RU,58.96,126.29,33.89,94,100,8.9,light rain
656,Poso,ID,-1.40,120.75,79.23,82,62,4.36,broken clouds
657,Port Hawkesbury,CA,45.62,-61.35,49.59,93,90,5.01,overcast clouds
658,Ust-Kut,RU,56.79,105.77,42.89,83,100,17.65,overcast clouds
659,The Pas,CA,53.83,-101.25,44.62,65,75,20.71,broken clouds
660,Sungaipenuh,ID,-2.08,101.38,64.62,94,99,2.04,light rain
661,Leirvik,NO,59.78,5.50,51.91,83,100,18.77,light rain
662,Balkanabat,TM,39.51,54.37,56.66,60,61,8.37,broken clouds
663,Yeppoon,AU,-23.13,150.73,73.18,83,100,11.52,overcast clouds
664,Westport,US,41.14,-73.36,71.37,89,90,5.01,overcast clouds
665,Penzance,GB,50.12,-5.54,55.76,84,95,14.47,overcast clouds
666,Bereda,ES,43.27,-7.54,48.92,100,16,1.3,few clouds
667,Qasigiannguit,GL,68.82,-51.19,16.05,81,1,3.76,clear sky
668,Legionowo,PL,52.40,20.93,46.26,74,0,3.0,clear sky
669,Makarov,RU,48.63,142.80,45.39,92,15,5.59,few clouds
670,Chapeco,BR,-27.10,-52.62,71.35,60,20,4.61,few clouds
671,Vallenar,CL,-28.57,-70.76,66.31,49,0,5.3,clear sky
672,Domodossola,IT,46.12,8.29,54.34,74,9,4.05,clear sky
673,Aykhal,RU,66.00,111.50,11.35,95,89,11.72,overcast clouds
674,Dong Hoi,VN,17.48,106.60,70.97,84,100,9.98,overcast clouds
675,Whitehorse,CA,60.72,-135.05,30.02,93,75,6.91,broken clouds
676,Nador,MA,35.17,-2.93,66.45,72,20,4.61,few clouds
677,Moree,AU,-29.47,149.85,69.82,28,0,8.05,clear sky
678,Nakapiripirit,UG,1.92,34.78,70.18,56,55,7.96,broken clouds
679,Miquelon,PM,47.10,-56.38,46.36,63,88,3.83,overcast clouds
680,Warrnambool,AU,-38.38,142.48,55.81,64,27,7.65,scattered clouds
681,Terney,RU,45.05,136.61,48.52,57,0,4.0,clear sky
682,Uvat,RU,59.14,68.90,33.69,98,100,7.94,light rain
683,Cherkessk,RU,44.22,42.06,30.6,85,11,3.96,few clouds
684,Chegdomyn,RU,51.12,133.02,32.92,83,2,1.57,clear sky
685,Lyuban,BY,52.80,28.00,35.19,71,86,8.19,overcast clouds
686,Monchegorsk,RU,67.94,32.87,25.65,94,100,2.71,light snow
687,Brandon,US,27.94,-82.29,82.85,91,40,1.01,scattered clouds
688,Garden City,US,42.33,-83.33,50.11,90,90,1.99,overcast clouds
689,Gushikawa,JP,26.35,127.87,72.63,85,1,6.91,clear sky
690,La Ronge,CA,55.10,-105.28,43.05,65,90,18.41,overcast clouds
691,Andros,GR,37.83,24.93,61.36,61,97,13.0,overcast clouds
692,Boralday,KZ,43.36,76.86,37.26,75,20,0.0,few clouds
693,Mokhsogollokh,RU,61.47,128.92,31.33,97,100,5.03,overcast clouds
694,Homer,US,59.64,-151.55,42.69,77,75,6.91,broken clouds
695,Deniliquin,AU,-35.53,144.97,61.0,35,0,5.19,clear sky
696,Sambava,MG,-14.27,50.17,73.71,80,73,8.95,broken clouds
697,Caravelas,BR,-17.71,-39.25,75.06,94,100,3.31,overcast clouds
698,Hovd,MN,48.01,91.64,32.59,52,9,0.22,clear sky
699,Puerto Penasco,MX,31.32,-113.53,76.91,76,0,18.01,clear sky
700,Sisimiut,GL,66.94,-53.67,17.28,68,0,12.55,clear sky
701,Gairo,IT,39.85,9.50,53.17,84,94,2.57,overcast clouds
